,number_of_rooms,floor,area,latitude,longitude,price
2085,3,2,100,38.5575994,68.76368975,600000
2086,2,6,75,38.58495025,68.76348722,500000
2087,3,5,109,38.5507163,68.8305472,787000
2088,1,6,45,38.54383815,68.7246305,376200
2089,3,1,65,,,579
2090,1,9,44,38.5853222,68.71890382,310000
2091,3,3,70,38.5615057,68.739065,467000
2092,2,11,63,38.5615057,68.739065,450000
2093,1,2,64,38.5234594,68.74951586,349000
2094,3,3,118,38.52225355,68.74991794,1400000
2095,3,2,100,38.563966,68.7969471,1700000
2096,2,14,90,38.5507163,68.8305472,481000
2097,5,5,165,38.58495025,68.76348722,1800000
2098,3,8,97,38.5858337,68.793715,1130000
2099,2,7,93,38.5871679,68.7869964,785000
2100,3,10,70,38.5853222,68.71890382,486000
2101,2,4,78,38.52225355,68.74991794,660000
2102,3,2,61,38.5507163,68.8305472,536236
2103,2,2,36,38.5507163,68.8305472,390000
2104,3,11,65,38.5215622,68.74921245,450000
2105,1,8,37,38.52874565,68.7448214,330000
2106,2,16,90,38.5507163,68.8305472,419000
2107,2,14,65,38.5305762,68.7763022,302000
2108,2,5,69,38.5832623,68.71074041,515000
2109,1,13,58,38.5635832,68.7537962,277000
2110,3,9,120,,,1200000
2111,2,4,55,38.52225355,68.74991794,454000
2112,3,8,89,38.54670385,68.74736905,600000
2113,2,3,72,38.5208346,68.74790775,565000
2114,3,13,118,38.5507163,68.8305472,602000
2115,1,3,25,38.5112209,68.73803769,230000
2116,1,3,45,38.5507163,68.8305472,400000
2117,1,3,30,38.5615057,68.739065,240000
2118,4,3,65,,,720000
2119,2,3,50,38.58495025,68.76348722,600000
2120,3,1,56,38.5507163,68.8305472,339000
2121,1,7,50,,,299000
2122,3,4,58,38.5621345,68.75583104,565000
2123,3,4,70,38.5507163,68.8305472,450000
2124,2,8,50,,,435000
2125,3,3,78,38.58495025,68.76348722,739000
2126,3,3,127,38.5077678,68.7681578,886000
2127,2,8,90,,,752000
2128,2,4,56,38.5100357,68.7339248,400000
2129,2,7,42,38.5507163,68.8305472,420000
2130,4,2,288,38.5871679,68.7869964,780
2131,2,10,60,38.562076,68.7984058,359000
2132,2,8,78,38.5686948,68.773037,416000
2133,3,18,103,38.5575994,68.76368975,495000
2134,3,5,130,38.5871679,68.7869964,1185000
2135,2,10,50,38.5853222,68.71890382,372000
2136,2,6,59,38.5507163,68.8305472,450000
2137,3,2,60,38.5615057,68.739065,350000
2138,2,6,64,38.5853222,68.71890382,185000
2139,2,11,43,38.58288255,68.7482971,360000
2140,2,10,82,38.58227975,68.76266008,400000
2141,2,4,50,,,520000
2142,2,20,55,38.5853222,68.71890382,145000
2143,4,2,75,38.5635832,68.7537962,640600
2144,3,3,75,38.5871679,68.7869964,862000
2145,2,3,52,38.58527165,68.72827396,375000
2146,2,2,41,38.5507163,68.8305472,495000
2147,3,1,68,38.54670385,68.74736905,570000
2148,2,2,50,38.54670385,68.74736905,460000
2149,2,8,51,38.5615057,68.739065,463000
2150,2,10,94,38.58495025,68.76348722,1048800
2151,3,12,103,,,1011900
2152,2,2,56,,,432000
2153,1,1,35,38.5507163,68.8305472,173000
2154,1,9,45,,,351000
2155,6,7,156,,,1254240
2156,2,2,60,38.5507163,68.8305472,495000
2157,2,3,60,38.5776615,68.7225776,440000
2158,2,8,59,38.5792007,68.8003466,467280
2159,2,3,60,38.5507163,68.8305472,415000
2160,6,6,174,,,1419840
2161,5,8,114,38.5792007,68.8003466,902880
2162,3,7,76,,,611040
2163,6,7,136,,,1093440
2164,2,4,74,38.5615057,68.739065,370000
2165,1,18,63,,,280000
2166,4,6,94,,,767040
2167,5,3,146,38.562076,68.7984058,1050000
2168,2,9,60,38.5858337,68.793715,372900
2169,4,2,80,,,700000
2170,2,13,60,38.58495025,68.76348722,600000
2171,3,5,68,38.5849938,68.7245146,477000
2172,3,11,97,38.5507163,68.8305472,538000
2173,1,11,55,38.57159655,68.76501267,244500
2174,3,9,84,38.54557415,68.82363702,519800
2175,1,2,27,38.5575994,68.76368975,288150
2176,1,1,29,38.5507163,68.8305472,35000
2177,2,2,78,38.52225355,68.74991794,624250
2178,3,4,75,38.51912755,68.75238897,567000
2179,2,3,60,,,519999
2180,3,4,63,38.5615057,68.739065,480000
2181,3,5,69,38.5615057,68.739065,570000
2182,4,1,85,38.5425835,68.81521424,740000
2183,2,1,37,38.5615057,68.739065,285000
2184,1,13,56,38.5858337,68.793715,350000
2185,3,9,75,38.5834656,68.7891768,795000
2186,1,6,45,38.5858337,68.793715,80000
2187,2,6,60,38.5507163,68.8305472,430000
2188,4,4,70,38.5305762,68.7763022,700000
2189,2,2,60,,,490000
2190,2,4,48,,,400000
2191,2,13,50,,,760000
2192,1,5,45,38.5507163,68.8305472,415000
2193,3,4,121,,,953180
2194,2,15,99,,,683100
2195,2,12,45,,,499000
2196,2,6,82,,,558000
2197,4,4,85,,,740000
2198,3,6,102,38.58096865,68.79602633,688000
2199,2,5,65,38.5737759,68.8016005,695000
2200,2,2,58,38.5622541,68.7941789,665000
2201,3,10,110,,,1589000
2202,1,2,28,,,285000
2203,1,10,80,,,501600
2204,4,1,78,38.5615057,68.739065,687000
2205,4,7,120,,,855000
2206,6,9,320,38.5234594,68.74951586,3648000
2207,2,3,50,,,390000
2208,3,7,110,38.5507163,68.8305472,690000
2209,2,2,42,38.5305762,68.7763022,335000
2210,2,13,78,,,432440
2211,2,13,96,,,575000
2212,4,4,121,38.566674,68.78088648,1191000
2213,2,2,60,,,467000
2214,2,1,48,38.5615057,68.739065,400000
2215,3,13,79,38.54383815,68.7246305,465000
2216,3,11,132,38.5853222,68.71890382,420320
2217,2,13,50,,,433000
2218,3,7,97,38.5507163,68.8305472,750000
2219,3,13,130,38.4881522,68.7153354,699000
2220,3,9,116,38.5622541,68.7941789,866000
2221,3,15,152,38.58096865,68.79602633,835000
2222,2,13,53,38.5507163,68.8305472,480000
2223,4,4,75,38.5902908,68.73696025,740000
2224,5,4,100,38.5615057,68.739065,1083000
2225,2,12,65,,,280000
2226,3,17,277,38.5507163,68.8305472,1200000
2227,3,9,85,38.54557415,68.82363702,495000
2228,3,16,115,38.4881522,68.7153354,596000
2229,3,13,124,38.5832623,68.71074041,515000
2230,2,5,43,38.5507163,68.8305472,350000
2231,1,4,50,,,235000
2232,2,1,54,38.5507163,68.8305472,420000
2233,1,3,28,38.5305762,68.7763022,285000
2234,1,2,37,38.5305762,68.7763022,205000
2235,2,4,73,38.54670385,68.74736905,508000
2236,1,7,69,38.58495025,68.76348722,369700
2237,2,9,69,,,393300
2238,3,8,96,38.562076,68.7984058,547200
2239,3,3,102,38.5871679,68.7869964,980000
2240,2,4,50,38.5305762,68.7763022,190000
2241,2,14,75,,,428000
2242,1,12,60,,,230500
2243,3,4,96,38.5305762,68.7763022,547000
2244,2,8,78,38.52225355,68.74991794,328500
2245,3,7,110,,,739999
2246,2,6,45,38.5615057,68.739065,165000
2247,3,3,80,38.5871679,68.7869964,800000
2248,3,4,80,38.5635832,68.7537962,855000
2249,3,7,74,38.5707484,68.7886955,741000
2250,4,3,140,,,1431000
2251,3,14,75,38.54557415,68.82363702,569000
2252,2,8,42,38.52225355,68.74991794,410400
2253,1,14,55,,,284000
2254,1,12,60,,,447000
2255,4,2,80,38.5112209,68.73803769,560000
2256,1,15,40,38.5832623,68.71074041,110000
2257,2,9,66,38.5615057,68.739065,355000
2258,3,12,100,38.52225355,68.74991794,910000
2259,4,5,80,38.5853222,68.71890382,467500
2260,3,7,110,38.5871679,68.7869964,1750000
2261,2,14,75,38.5849938,68.7245146,860000
2262,1,5,42,38.5615057,68.739065,335000
2263,2,10,64,38.5644634,68.7598051,290560
2264,3,1,90,38.52171765,68.74869762,376000
2265,1,3,30,38.52874565,68.7448214,230000
2266,2,5,43,38.5507163,68.8305472,350000
2267,2,8,53,38.5622541,68.7941789,605000
2268,2,13,50,,,290000
2269,2,9,65,,,692350
2270,2,10,64,38.58495025,68.76348722,580000
2271,3,4,100,,,841000
2272,3,11,103,38.55844695,68.74822573,524000
2273,3,10,102,38.5540499,68.78854785,370464
2274,2,6,52,38.5507163,68.8305472,499000
2275,1,2,47,38.5832623,68.71074041,410000
2276,3,1,90,38.52171765,68.74869762,376200
2277,1,6,48,38.58227975,68.76266008,231840
2278,3,9,148,38.58495025,68.76348722,1950000
2279,3,4,80,38.562076,68.7984058,1185000
2280,3,1,66,38.5215622,68.74921245,435000
2281,2,4,50,38.54557415,68.82363702,400000
2282,4,7,108,38.5853222,68.71890382,700000
2283,3,12,127,38.563966,68.7969471,1538000
2284,1,4,50,,,245000
2285,2,17,64,38.5853222,68.71890382,159104
2286,1,17,41,38.5853222,68.71890382,101926
2287,3,3,80,38.5215622,68.74921245,533000
2288,3,13,116,38.58096865,68.79602633,1299000
2289,1,10,47,38.5635832,68.7537962,240000
2290,2,10,50,38.5853222,68.71890382,360000
2291,2,12,110,38.5686785,68.79479378,655000
2292,2,13,87,38.5834656,68.7891768,640000
2293,4,12,177,,,847000
2294,3,8,117,,,734000
2295,2,2,66,38.58569185,68.72512473,550000
2296,2,13,87,,,969000
2297,2,13,54,38.5853222,68.71890382,265000
2298,3,1,124,,,537000
2299,3,8,93,,,1026000
2300,3,11,128,,,948500
2301,2,17,60,,,399000
2302,2,17,56,,,377000
2303,3,5,50,,,896000
2304,1,17,83,,,350000
2305,2,3,53,,,456000
2306,2,12,50,38.5540499,68.78854785,232675
2307,1,7,57,38.58227975,68.76266008,275310
2308,2,2,78,,,444600
2309,1,1,34,38.5112209,68.73803769,185000
2310,2,2,54,38.5615057,68.739065,340000
2311,2,1,44,38.5615057,68.739065,410000
2312,3,6,78,38.5871679,68.7869964,820000
2313,3,1,70,,,450000
2314,4,3,90,,,830000
2315,5,3,102,38.5848885,68.7496065,865000
2316,3,14,77,38.58527165,68.72827396,798000
2317,5,3,100,38.5832623,68.71074041,600000
2318,2,16,68,38.5575994,68.76368975,335000
2319,4,1,100,,,750000
2320,4,8,152,38.5871679,68.7869964,980000
2321,1,3,50,38.5540499,68.78854785,232675
2322,3,4,120,38.5670588,68.7580972,899000
2323,3,6,50,,,700
2324,2,6,70,38.4881522,68.7153354,480000
2325,3,8,100,38.5305762,68.7763022,1300000
2326,1,11,40,,,390000
2327,1,7,52,38.5507163,68.8305472,660000
2328,3,7,74,38.5707484,68.7886955,735000
2329,3,3,80,,,693000
2330,2,18,100,38.58495025,68.76348722,435000
2331,2,10,51,38.5853222,68.71890382,329000
2332,2,10,78,38.58227975,68.76266008,489000
2333,2,3,75,,,491000
2334,1,14,60,,,306000
2335,1,16,68,38.52225355,68.74991794,340000
2336,1,1,30,38.5234594,68.74951586,285000
2337,3,2,64,38.52399065,68.74912566,491234
2338,2,8,64,38.5853222,68.71890382,460000
2339,2,6,48,38.52399065,68.74912566,495000
2340,2,2,65,38.5797223,68.8002844,670800
2341,2,2,57,38.52399065,68.74912566,500000
2342,3,4,68,38.5615057,68.739065,531100
2343,4,7,150,38.54670385,68.74736905,1600000
2344,2,8,46,38.54557415,68.82363702,435000
2345,2,16,103,38.5707484,68.7886955,645000
2346,3,3,55,38.5507163,68.8305472,565000
2347,3,13,79,38.46467165,68.73892832,476000
2348,3,4,60,38.5615057,68.739065,470000
2349,2,11,90,,,513000
2350,2,5,64,38.5305762,68.7763022,180000
2351,3,0,50,,,410000
2352,3,8,65,38.5507163,68.8305472,350000
2353,2,1,35,38.5305762,68.7763022,337000
2354,2,1,35,38.5305762,68.7763022,339000
2355,2,5,60,38.5208346,68.74790775,445000
2356,2,6,56,38.5305762,68.7763022,315000
2357,2,4,55,38.5305762,68.7763022,397200
2358,1,1,43,38.57144665,68.75630005,360000
2359,2,12,74,38.5858337,68.793715,848000
2360,2,4,52,38.5507163,68.8305472,576000
2361,1,17,42,38.5832623,68.71074041,107000
2362,2,7,48,,,200000
2363,2,4,75,,,365437
2364,4,4,90,38.5739136,68.7854047,799000
2365,2,5,71,38.5425835,68.81521424,715000
2366,2,1,35,38.5305762,68.7763022,337000
2367,1,15,65,38.5858337,68.793715,4500
2368,2,3,60,,,400000
2369,2,3,46,38.5615057,68.739065,480000
2370,1,4,36,,,300000
2371,2,8,56,38.5077678,68.7681578,195000
2372,1,3,50,,,295000
2373,3,1,58,38.5305762,68.7763022,290000
2374,2,4,45,38.5615057,68.739065,240000
2375,3,2,63,38.5507163,68.8305472,620000
2376,2,10,50,,,250000
2377,3,15,92,38.5834656,68.7891768,460000
2378,2,8,96,38.4881522,68.7153354,870000
2379,1,8,61,,,360000
2380,1,8,50,38.5507163,68.8305472,220000
2381,4,4,115,38.5305762,68.7763022,800000
2382,4,3,90,38.5871679,68.7869964,800000
2383,1,14,45,38.5834656,68.7891768,252000
2384,2,5,47,38.5305762,68.7763022,400000
2385,2,11,73,,,240000
2386,3,8,89,38.5234594,68.74951586,640000
2387,3,5,86,38.5615057,68.739065,700000
2388,6,5,172,38.5615057,68.739065,1400000
2389,2,3,50,38.5305762,68.7763022,550000
2390,5,1,50,,,850000
2391,5,1,100,38.5425835,68.81521424,855000
2392,2,2,38,,,400000
2393,1,1,44,38.5507163,68.8305472,450000
2394,3,6,65,38.5325441,68.7643249,490000
2395,3,15,88,38.5853222,68.71890382,345000
2396,2,5,42,38.5885533,68.7787884,124000
2397,2,4,50,38.5615057,68.739065,486780
2398,4,8,140,38.5598881,68.7943138,950000
2399,1,1,30,38.5305762,68.7763022,170000
2400,5,5,91,38.5853222,68.71890382,634000
2401,1,12,85,38.6158761,68.78179872,490000
2402,2,1,50,,,580000
2403,2,1,50,,,580000
2404,3,5,132,38.5804329,68.7897058,1199000
2405,2,0,45,38.5615057,68.739065,260000
2406,2,11,51,38.5834656,68.7891768,525000
2407,3,4,48,38.5615057,68.739065,295000
2408,3,4,54,38.5858337,68.793715,710000
2409,2,2,34,,,340000
2410,2,11,72,,,643700
2411,4,5,105,,,850000
2412,1,4,50,,,240000
2413,1,1,30,,,260000
2414,3,11,52,38.5853222,68.71890382,399000
2415,4,4,90,38.5615057,68.739065,730000
2416,2,6,50,,,180000
2417,3,5,115,,,960000
2418,4,3,125,38.58495025,68.76348722,999000
2419,3,2,50,,,780000
2420,3,12,120,38.58495025,68.76348722,955000
2421,2,8,44,38.5507163,68.8305472,445000
2422,1,4,34,38.5615057,68.739065,280000
2423,2,1,45,38.528353,68.7378714,395330
2424,4,3,110,38.5425835,68.81521424,818645
2425,2,6,74,38.5305762,68.7763022,735000
2426,4,5,77,38.5787359,68.7895762,900000
2427,2,9,50,,,299999
2428,3,2,71,38.5615057,68.739065,570000
2429,3,5,107,38.5179059,68.7617676,52000
2430,5,9,137,38.5902908,68.73696025,1021500
2431,1,3,64,38.5707484,68.7886955,583999
2432,2,4,54,38.5305762,68.7763022,370000
2433,2,7,65,38.5540499,68.78854785,320000
2434,1,9,42,38.5507163,68.8305472,21000
2435,4,4,80,38.5853222,68.71890382,513000
2436,3,7,82,38.5615057,68.739065,289000
2437,2,2,55,38.5609604,68.7491851,310000
2438,2,20,50,38.5112209,68.73803769,200000
2439,1,14,57,38.5077678,68.7681578,17000
2440,3,3,50,,,600000
2441,3,4,73,,,264300
2442,3,2,100,38.5507163,68.8305472,650000
2443,3,5,96,38.5834656,68.7891768,690000
2444,2,4,72,38.52399065,68.74912566,470000
2445,2,2,60,38.55014405,68.76102166,500000
2446,2,2,38,,,300000
2447,2,3,80,38.5615057,68.739065,600000
2448,2,1,54,38.5208346,68.74790775,406000
2449,2,15,91,38.58527165,68.72827396,325000
2450,2,2,66,38.58569185,68.72512473,550000
2451,2,1,60,38.5849938,68.7245146,415000
2452,3,16,222,,,1999000
2453,2,7,67,,,390000
2454,2,10,105,,,770000
2455,3,5,50,,,1191750
2456,1,12,70,,,530000
2457,3,2,70,,,882000
2458,1,14,53,38.5858337,68.793715,290000
2459,1,9,64,38.5858337,68.793715,290000
2460,3,2,80,38.5615057,68.739065,750000
2461,2,15,111,38.5507163,68.8305472,570000
2462,2,11,76,,,390000
2463,1,12,58,38.5507163,68.8305472,320000
2464,3,10,108,,,550000
2465,3,4,65,38.5305762,68.7763022,520000
2466,2,1,67,38.5725412,68.72780399,600000
2467,3,11,72,,,445000
2468,3,5,52,38.5305762,68.7763022,500000
2469,2,8,50,,,548000
2470,4,12,185,38.5621345,68.75583104,2260000
2471,3,15,140,38.5707484,68.7886955,710000
2472,1,3,33,38.5615057,68.739065,290000
2473,2,9,65,,,413655
2474,3,2,100,38.4881522,68.7153354,990000
2475,4,4,100,38.54670385,68.74736905,853500
2476,2,12,72,,,456000
2477,2,15,65,,,798000
2478,1,4,38,38.5858337,68.793715,180000
2479,3,5,86,,,637280
2480,2,11,66,38.5507163,68.8305472,340000
2481,3,2,110,38.6158761,68.78179872,1386000
2482,4,5,95,38.5305762,68.7763022,650000
2483,4,5,80,38.5832623,68.71074041,476000
2484,4,3,85,38.5885533,68.7787884,470000
2485,2,1,38,38.5887216,68.73026538,273000
2486,3,1,56,38.5615057,68.739065,450000
2487,3,11,76,38.5853222,68.71890382,360000
2488,1,5,40,38.5853222,68.71890382,366400
2489,3,10,65,38.5737759,68.8016005,741000
2490,2,11,111,,,689800
2491,5,3,97,38.5678932,68.7569891,855000
2492,2,6,68,38.5737759,68.8016005,624250
2493,2,7,76,38.52225355,68.74991794,524400
2494,2,10,75,,,684000
2495,4,5,127,38.52874565,68.7448214,862000
2496,3,2,114,38.5305762,68.7763022,570000
2497,1,4,40,38.53258295,68.73744528,300000
2498,2,5,110,38.5615057,68.739065,627000
2499,3,1,56,38.5615057,68.739065,450000
2500,2,7,50,,,389000
2501,2,3,55,38.5871679,68.7869964,510500
2502,3,5,68,,,455000
2503,2,9,60,38.5635832,68.7537962,533000
2504,4,2,120,38.5234594,68.74951586,1328000
2505,5,6,183,,,1921000
2506,3,7,97,38.5507163,68.8305472,450000
2507,2,1,56,,,422000
2508,1,15,56,,,400000
2509,2,3,46,38.5305762,68.7763022,220000
2510,2,11,50,,,565000
2511,3,4,110,38.5615057,68.739065,665000
2512,3,14,107,38.5507163,68.8305472,520000
2513,4,5,85,38.5615057,68.739065,456000
2514,2,17,68,,,139500
2515,4,3,80,,,580000
2516,2,8,80,38.52225355,68.74991794,582000
2517,2,3,54,38.58527165,68.72827396,385000
2518,2,10,51,38.5615057,68.739065,362000
2519,4,4,70,38.5832623,68.71074041,500000
2520,3,1,57,38.5112209,68.73803769,470000
2521,3,8,65,38.529454,68.7586895,490000
2522,4,3,126,,,1200000
2523,1,5,50,,,180000
2524,2,4,38,,,296000
2525,3,8,75,38.5425835,68.81521424,510000
2526,1,2,50,,,150000
2527,3,3,70,38.5234594,68.74951586,780000
2528,4,3,100,38.5425835,68.81521424,830000
2529,3,5,80,38.5507163,68.8305472,900000
2530,1,9,50,38.5823233,68.74831405,400000
2531,2,1,41,38.5305762,68.7763022,238100
2532,1,3,50,38.5507163,68.8305472,325000
2533,2,3,50,,,817000
2534,1,3,40,38.5305762,68.7763022,195000
2535,1,11,55,38.5615057,68.739065,165000
2536,3,6,191,38.5707484,68.7886955,2850000
2537,3,1,64,38.5615057,68.739065,500000
2538,2,7,67,,,600000
2539,2,14,67,38.5615057,68.739065,580000
2540,3,2,90,38.58495025,68.76348722,800000
2541,3,6,120,,,430000
2542,1,6,35,38.5305762,68.7763022,245000
2543,2,1,50,,,400000
2544,2,2,37,38.5507163,68.8305472,428000
2545,2,9,60,38.5305762,68.7763022,250000
2546,5,6,95,38.5305762,68.7763022,695000
2547,1,6,46,38.5615057,68.739065,280000
2548,3,15,82,38.5858337,68.793715,470000
2549,2,17,55,38.5077678,68.7681578,130000
2550,2,1,32,38.5305762,68.7763022,135500
2551,1,11,57,38.52399065,68.74912566,300000
2552,2,9,58,38.5507163,68.8305472,456000
2553,4,3,66,38.5635832,68.7537962,734000
2554,1,1,64,38.5707484,68.7886955,599999
2555,4,4,82,38.54670385,68.74736905,757000
2556,1,14,58,38.58527165,68.72827396,260000
2557,1,2,34,38.5635832,68.7537962,295000
2558,1,9,64,38.5507163,68.8305472,310000
2559,2,10,97,,,8700
2560,4,1,70,,,550000
2561,1,3,64,,,600000
2562,1,19,41,38.5615057,68.739065,150000
2563,3,7,75,,,620000
2564,1,10,55,38.4881522,68.7153354,309000
2565,2,6,97,38.5507163,68.8305472,800000
2566,4,1,70,38.5902908,68.73696025,550000
2567,3,4,89,38.5208346,68.74790775,747500
2568,4,5,148,38.52171765,68.74869762,1115600
2569,3,5,110,38.5305762,68.7763022,680000
2570,1,4,43,38.5858337,68.793715,440000
2571,1,1,24,38.5575994,68.76368975,295000
2572,3,1,46,38.5615057,68.739065,360000
2573,2,2,55,38.5234594,68.74951586,465000
2574,3,4,70,38.5575994,68.76368975,456000
2575,3,14,71,38.5266002,68.74827971,299000
2576,2,3,52,,,280000
2577,3,4,65,38.5305762,68.7763022,678000
2578,3,5,108,38.5834656,68.7891768,806436
2579,1,10,54,38.5305762,68.7763022,220000
2580,4,2,100,,,570000
2581,2,3,63,38.52874565,68.7448214,300000
2582,2,4,50,38.5215622,68.74921245,225000
2583,3,16,50,,,560000
2584,3,3,90,38.5615057,68.739065,580000
2585,2,4,80,38.5615057,68.739065,450000
2586,1,0,28,38.5208346,68.74790775,165000
2587,2,14,60,38.52225355,68.74991794,470000
2588,1,4,62,38.5615057,68.739065,350000
2589,2,15,63,38.5305762,68.7763022,520000
2590,2,13,79,,,500000
2591,4,2,85,,,753000
2592,3,4,83,38.5849938,68.7245146,699999
2593,2,4,45,38.58569185,68.72512473,319000
2594,2,4,58,38.58569185,68.72512473,393000
2595,3,5,68,38.5849938,68.7245146,445000
2596,2,4,55,38.52399065,68.74912566,370000
2597,1,3,30,38.5849938,68.7245146,250000
2598,1,7,56,38.5853222,68.71890382,355000
2599,1,9,50,38.5853222,68.71890382,360000
2600,2,9,56,38.5853222,68.71890382,445000
2601,2,2,60,38.52399065,68.74912566,500000
2602,2,2,60,38.52225355,68.74991794,430000
2603,1,11,58,38.5849938,68.7245146,340000
2604,2,7,86,38.5635832,68.7537962,570000
2605,3,4,50,,,330000
2606,6,11,200,38.5615057,68.739065,2200000
2607,3,2,64,,,479000
2608,1,12,75,,,485000
2609,1,1,25,,,250000
2610,2,9,72,38.5615057,68.739065,510000
2611,2,5,71,38.5507163,68.8305472,414000
2612,5,8,115,38.525688,68.74927034,600000
2613,1,9,43,,,319000
2614,3,10,63,38.5737759,68.8016005,700000
2615,3,7,130,,,1413000
2616,3,3,83,38.5305762,68.7763022,525000
2617,1,9,67,,,402000
2618,1,10,103,,,760000
2619,2,11,37,38.5615057,68.739065,380000
2620,3,12,143,,,850000
2621,2,7,64,,,474000
2622,2,6,63,,,567000
2623,2,8,77,38.54670385,68.74736905,741000
2624,2,12,69,38.5305762,68.7763022,337000
2625,1,2,41,38.5853222,68.71890382,400000
2626,3,2,74,38.5615057,68.739065,600000
2627,3,4,50,38.5615057,68.739065,410000
2628,1,11,27,38.5305762,68.7763022,235000
2629,2,16,54,38.5507163,68.8305472,480000
2630,1,8,65,38.52225355,68.74991794,375000
2631,1,11,37,38.5615057,68.739065,380000
2632,3,2,68,,,520000
2633,1,9,50,,,340000
2634,2,12,58,38.5834656,68.7891768,550000
2635,4,12,320,38.5234594,68.74951586,1710000
2636,2,6,54,,,290000
2637,1,4,45,38.562076,68.7984058,2000
2638,2,10,116,38.5808758,68.785979,1454640
2639,3,1,72,38.562076,68.7984058,500000
2640,1,10,37,,,390000
2641,3,4,74,38.5507163,68.8305472,476000
2642,1,4,48,38.5305762,68.7763022,245000
2643,1,9,51,38.5871679,68.7869964,377000
2644,1,6,54,38.5100357,68.7339248,290000
2645,1,8,47,38.5507163,68.8305472,450000
2646,3,4,75,38.5507163,68.8305472,620000
2647,2,3,48,38.5305762,68.7763022,310000
2648,2,3,50,38.5112209,68.73803769,2750000
2649,1,1,50,,,300000
2650,2,2,48,38.5305762,68.7763022,270000
2651,5,2,95,38.5615057,68.739065,720000
2652,2,5,66,38.57159655,68.76501267,350000
2653,2,5,51,38.5623522,68.81128815,498000
2654,4,3,78,38.5305762,68.7763022,580000
2655,4,6,77,38.5425835,68.81521424,513000
2656,3,6,195,,,1067000
2657,2,1,54,38.5208346,68.74790775,416000
2658,2,13,45,38.5305762,68.7763022,280000
2659,3,9,98,,,1070000
2660,1,12,60,38.5853222,68.71890382,280000
2661,3,15,111,38.5911176,68.7546006,450
2662,1,16,40,38.5832623,68.71074041,130000
2663,2,12,45,38.5507163,68.8305472,547000
2664,2,4,50,,,532000
2665,1,3,42,38.5849938,68.7245146,290000
2666,2,4,91,38.5736713,68.7948765,624000
2667,2,13,64,,,365000
2668,3,4,56,38.5507163,68.8305472,370000
2669,3,1,57,,,707000
2670,3,11,68,38.5635832,68.7537962,420000
2671,2,12,88,38.5305762,68.7763022,462000
